,State,Year,Deaths,Population,"$10,000 to $14,999","$100,000 to $149,999","$15,000 to $24,999","$150,000 to $199,999","$200,000 or more","$25,000 to $34,999","$35,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","Less than $10,000",Total,Female_Population,Absolute_Overweight,Absolute_Obese,Absolute_Overweight_or_Obese,Absolute_No_Activity,Births,ChronicHypertensionBirths,DiabetesBirths,EnclampsiaBirths,Pregnancy-AssociatedHypertensionBirths,TobaccoUseBirths,HospitalBirths,ResidenceBirths,MD_Delivery,DO_Delivery,CNM_Delivery,Other_Delivery_Attendant,Vaginal_Delivery,Cesarean_Delivery,Married,Unmarried,NoPrenatalCare,1stMonthInitialCare,2ndMonthInitialCare,3rdMonthInitialCare,4thMonthInitialCare,5thMonthInitialCare,6thMonthInitialCare,7thMonthInitialCare,8thMonthInitialCare,9thMonthInitialCare,UnknownInitialCare,NotReportedInitialCare,20-27Weeks,28-31Weeks,32-35Weeks,36Weeks,37-39Weeks,40Weeks,41Weeks,42PlusWeeks,MMR
113,North Carolina,2016,38,4031161,492327,1236044,952761,473532,480619,990134,1347623,1813515,1248093,608008,9629301,5213407,1511888.0299999998,1736064.5309999997,3247952.561,1313778.564,120779,2635,8142,474,8107,10780,119281,604,100547,4514,14855,561,85204,35549,71944,48835,1928,8292,44203,37488,12392,6726,3773,2700,1857,723,691,0,969,1210,5749,4556,71805,26160,9803,419,31.462423103354062
114,North Carolina,2017,35,4055443,450394,1364449,940774,544240,550506,953786,1342370,1818134,1260891,592233,9817797,5274881,1545540.133,1782909.778,3328449.9109999994,1366194.179,120125,2854,8973,546,8731,10403,118286,642,98944,4273,15718,593,84828,35271,70943,49164,2159,7177,42903,39118,12321,6457,3651,2793,1923,802,799,0,933,1339,5607,4646,72838,25015,9292,334,29.136316337148806
115,North Carolina,2018,25,4083773,422531,1426140,917246,543215,640806,950738,1365277,1826267,1289627,563917,9943160,5331376,1631401.0559999999,1807336.464,3438737.52,1444802.8960000002,118954,3154,9143,543,9390,9936,117201,624,97354,4805,15012,964,83935,34982,70304,48632,2247,6325,41313,40485,12005,6323,3638,2822,1998,844,921,0,868,1190,5660,4585,73229,24630,8415,274,21.016527397145115
116,North Carolina,2019,46,4105539,398589,1523236,859170,621103,691771,901545,1323374,1813637,1340549,543662,10018775,5393757,1564189.5299999998,2017265.118,3581454.648,1494070.6889999998,118725,3326,8820,492,9332,8991,117112,716,95141,5409,15664,1322,84203,34483,69370,49341,2942,5251,40941,41119,11823,6065,3654,2823,2219,875,995,0,938,1229,5596,4835,75511,23277,7049,205,38.74499894714677
117,Ohio,2011,35,4610317,622410,1322049,1233418,424646,336440,1228471,1617380,2194193,1387837,856510,11215074,5903423,1765123.477,1629344.7480000001,3394468.2249999996,1688378.9780000001,137918,2930,9491,1137,7513,24018,135858,1287,107730,18836,9569,1000,94439,42845,78058,59860,1310,5202,42935,47358,15611,7106,4290,2980,2029,868,8114,0,1081,1386,6248,5276,87156,28569,7354,453,25.37739816412651
118,Ohio,2012,39,4586943,601798,1352430,1235350,437061,390999,1167259,1628902,2171435,1423765,832239,11240769,5901591,1740969.345,1752772.527,3493741.8720000004,1599331.161,138483,2911,10105,1193,8150,23495,136349,1428,107522,19004,10039,1014,95504,42736,77764,60719,1545,5110,41240,48487,15659,7329,4486,3139,2192,1035,8149,0,1101,1549,6304,5398,87376,28576,7273,412,28.162301509932625
119,Ohio,2013,30,4577106,550449,1438039,1188604,477604,425334,1185027,1603173,2127874,1424899,825035,11247699,5901591,1693756.6169999999,1817690.028,3511446.645,1746870.9360000002,138936,3283,10655,1120,8722,23030,136733,1500,107814,19563,9444,1087,95753,43130,78158,60778,1846,4448,41108,49285,16272,7699,4828,3201,2222,1113,6738,0,1085,1348,6353,5369,88211,28048,7345,492,21.592675764380722
120,Ohio,2014,22,4562752,548434,1486227,1171532,509397,445789,1136447,1580100,2154648,1444464,806924,11291063,5917577,1727932.484,1923212.5250000001,3651145.009,1538570.02,139467,3618,10770,922,9414,22594,137261,1487,107692,19967,9727,1052,96857,42598,78847,60620,2589,4860,53391,43514,13851,7207,4458,3511,2426,1006,2627,0,970,1467,6445,5337,89191,27775,7684,410,15.774340883506493
121,Ohio,2015,41,4547788,519464,1575629,1109458,557604,483663,1134940,1557510,2147125,1489117,750444,11337196,5929472,1956725.76,1683970.048,3640695.8079999997,1666181.6320000002,139264,3805,11210,404,9919,21150,136993,1471,105775,20897,10345,1168,96885,42333,78939,60325,2203,4558,53900,44488,13495,6891,4403,3439,2393,908,2568,0,944,1376,6377,5530,88722,27989,7735,423,29.44048713235294
122,Ohio,2016,36,4519461,516517,1625811,1070067,570141,537757,1065982,1543079,2188878,1508711,745227,11370954,5922773,1759063.581,1901210.1330000001,3660273.714,1693913.0780000002,138085,4195,11645,357,11147,19764,135808,1498,103092,22263,10594,1059,95520,42513,78765,59320,2088,3321,52360,46993,13621,6842,4280,3429,2326,914,1896,0,1044,1363,6338,5565,88256,27246,7689,388,26.07089835970598
123,Ohio,2017,42,4512371,488850,1718527,1041193,624874,567158,1094511,1532694,2146820,1557920,710091,11471185,5949355,1778857.145,2028730.0550000002,3807587.2,1844300.05,136832,4317,12001,454,11752,18917,134541,1482,100250,23229,11134,838,95397,41376,77724,59091,2042,2602,52144,47563,13309,6867,4212,3258,2341,938,1546,0,969,1400,6217,5502,88166,26735,7351,324,30.694574368568755
124,Ohio,2018,27,4501529,469432,1794462,998676,667702,636423,1045550,1492657,2116154,1562530,702778,11483461,5957347,1775289.406,2043370.0209999997,3818659.426999999,1697843.8949999998,135134,4434,12334,279,12665,17760,132739,1529,98361,23066,11498,809,93528,41558,76788,58331,2002,2753,52207,47599,12738,6454,3987,3157,2172,818,1230,0,881,1307,6117,5466,88193,25893,6780,337,19.9801678334098
125,Ohio,2019,47,4476690,437496,1840772,968243,750898,718557,1030269,1431953,2183807,1587203,635193,11587352,5956893,1763240.3280000002,2126610.8010000004,3889851.1290000007,1810895.472,134461,4679,12564,296,13696,15906,132050,1599,96884,23443,11863,810,92765,41636,75850,58595,2055,2716,51985,48108,12653,6316,3768,2975,2091,817,958,0,924,1404,6383,5324,90037,24414,5478,309,34.95437338707878
126,Oklahoma,2011,20,1492383,222423,391241,426531,101361,97057,423476,545342,689256,428774,274421,3600616,1913665,547308.1900000001,602804.475,1150112.665,606631.805,52272,967,2436,264,2071,7703,51856,361,38179,11395,2266,243,34392,17876,30426,21846,926,1832,14027,17137,7009,3405,2080,1426,1123,532,2695,0,355,499,2511,2260,35640,9077,1623,142,38.26140189776554
127,Oklahoma,2012,15,1497619,209050,380839,424084,116647,109054,405520,543316,695680,440559,267940,3595599,1925013,573653.874,604454.082,1178107.956,560178.783,52751,892,2517,273,2441,7378,52301,383,37703,12566,2017,257,34929,17814,30452,22299,1054,1880,14663,17737,6495,3156,1995,1312,1020,509,2851,0,395,432,2427,2430,36112,8932,1655,146,28.435479896115712
128,Oklahoma,2013,20,1507421,190221,409955,404659,122923,118345,404250,546910,707257,434845,259022,3597451,1925013,590978.991,619854.186,1210833.177,656429.4330000001,53369,802,2602,216,2357,7056,52878,383,37154,13624,2157,299,35327,18039,30858,22511,1085,1974,14895,17544,6499,3109,1839,1305,1003,512,3535,0,316,492,2544,2243,36589,9197,1745,128,37.47493863478799
129,Oklahoma,2014,13,1514903,188008,432462,399169,142142,136144,396240,517428,715201,451022,250503,3630291,1957489,598991.634,636183.925,1235175.5590000001,595076.656,53339,966,2792,298,2666,6925,52687,532,35852,14477,2477,256,35681,17651,30827,22512,984,2711,18872,15815,5390,2868,1806,1505,1046,350,1987,0,373,490,2398,2210,36546,9213,1893,140,24.372410431391664
130,Oklahoma,2015,14,1523321,182086,454622,396916,150961,145135,377004,529099,708264,455106,245502,3645210,1971783,597450.249,670406.2200000001,1267856.469,652660.1730000001,53122,1072,2782,349,2713,6465,52446,555,34877,15040,2661,298,35895,17227,30920,22202,816,2659,19508,16552,5329,2699,1677,1353,979,353,1193,0,315,481,2400,2265,36598,9043,1821,135,26.354429426602913
131,Oklahoma,2016,20,1522033,178691,474787,375872,160271,147144,385630,514222,697027,464409,250959,3648781,1980288,605968.128,637652.736,1243620.864,617849.856,52592,1114,2954,287,3029,6162,51874,571,34272,15294,2389,390,35775,16816,30367,22225,946,2152,18857,16402,5571,2864,1781,1362,1066,400,1187,0,330,446,2472,2329,36423,8626,1764,145,38.028597505324
132,Oklahoma,2017,22,1520559,177988,474515,378237,167962,150901,388271,508241,689499,475975,234702,3646312,1981878,576726.498,715457.958,1292184.456,689693.544,50214,1250,3041,332,3063,5614,49507,543,32630,14737,2013,477,34058,16156,29102,21105,929,2027,19120,15242,5118,2557,1542,1273,921,314,1168,0,342,503,2417,2305,35000,7883,1610,102,43.8124825745808
133,Oklahoma,2018,17,1520042,164514,506946,358039,179447,176048,362631,519415,704610,484320,230923,3686910,1993003,577970.87,737411.11,1315381.98,579963.873,49800,1385,3323,255,3486,5290,49042,516,32408,14719,1932,408,33454,16346,28780,21010,821,1880,19462,15230,4829,2453,1532,1282,883,345,1077,0,328,478,2537,2310,35379,7327,1306,92,34.136546184738954
134,Oklahoma,2019,14,1520889,155429,548818,335436,203057,196168,351240,498678,698292,493329,223473,3703938,1994494,624276.622,741951.7680000002,1366228.3900000001,710039.8640000001,49143,1496,3464,323,3630,4754,48408,505,31218,15291,1789,487,33359,15781,27696,21436,940,2054,19811,15123,4586,2314,1543,1173,772,293,530,0,307,457,2474,2387,35523,6736,1140,76,28.488289278228844
135,Pennsylvania,2011,23,5028160,629299,1599828,1272450,558554,521468,1229218,1702106,2369219,1573906,781975,12249371,6526048,2016548.832,1801189.2480000001,3817738.0799999996,1846871.5840000003,143178,2470,8074,0,6672,21272,138924,2708,110499,15525,14165,959,98129,44918,83417,59761,1997,2431,40852,55378,15998,8010,5030,3379,2451,1080,6472,0,977,1411,6106,5009,82428,34143,11280,627,16.063920434703654
136,Pennsylvania,2012,30,5006702,599046,1661383,1248963,591616,555203,1227604,1658751,2340422,1648906,771564,12302663,6534203,1881850.4640000002,1907987.2759999998,3789837.7399999998,1672755.968,142514,2425,8539,0,6822,20560,138057,2569,108783,15502,15046,1012,97417,44870,82808,59706,1818,3007,41591,54279,15597,7784,4918,3371,2355,1015,6681,0,1056,1401,5981,4884,82837,33287,11215,595,21.050563453415105
137,Pennsylvania,2013,35,4985012,579477,1715425,1189416,624586,616495,1213027,1635579,2294640,1596386,761443,12232566,6534203,1829576.84,1940658.291,3770235.1310000005,1836111.0430000003,140921,2435,8433,0,7031,19499,136372,2537,106632,15051,16075,1049,96674,44072,82318,58603,2068,3193,41769,52219,15138,7480,4544,3331,2436,1126,7490,0,944,1375,5874,4797,81194,33297,11624,594,24.836610583234577
138,Pennsylvania,2014,35,4967641,559906,1761919,1160045,669727,638794,1156738,1635616,2293067,1623033,754337,12256386,6533959,1888314.1509999998,1901382.0690000001,3789696.2199999997,1600819.955,142268,2519,8843,0,7018,18939,137671,2472,103708,17676,15609,1365,98930,43299,83885,58383,2431,3565,53542,45915,13010,6841,4517,3387,2377,770,5903,0,908,1299,6094,4910,83033,32917,12228,582,24.60145640621925
139,Pennsylvania,2015,32,4951499,516853,1827074,1121948,716862,710770,1137535,1588379,2290077,1665457,709944,12278829,6540257,1955536.8429999999,1968617.3569999998,3924154.1999999997,1935916.0720000002,141047,2614,8641,0,7197,17295,136283,2542,101234,18549,15620,1396,98596,42421,82966,58081,2164,3467,52064,46383,12936,6997,4498,3483,2498,822,5723,0,877,1291,6167,4800,82733,32325,11915,603,22.687472970002908
140,Pennsylvania,2016,41,4917355,497868,1905582,1097020,758912,750823,1098901,1544352,2264233,1615863,678339,12217103,6521357,1962928.457,1910757.6009999998,3873686.0580000007,1610775.179,139409,2630,8637,826,7689,15875,134607,2641,99645,18450,18232,1118,97818,41560,82729,56680,2090,4044,54561,46087,12104,6346,3850,3135,2275,914,3980,0,904,1258,5761,4969,82654,31310,11740,509,29.40986593405017
141,Pennsylvania,2017,39,4902650,478400,1951667,1049419,815909,855530,1061090,1476862,2238344,1692756,768238,12394588,6533016,1979503.848,1992569.88,3972073.728,1692051.144,137745,2830,9180,833,8552,15026,132880,2611,98423,18710,17423,1198,95657,42051,81285,56451,2189,4171,53066,45958,11814,6281,3933,3123,2406,1140,3630,0,911,1315,5759,4911,82271,30319,11495,473,28.313187411521287
142,Pennsylvania,2018,29,4876574,475311,2072657,1030405,872383,926733,1080285,1493184,2229319,1681739,695589,12553131,6535440,1921419.3599999999,2012915.52,3934334.88,1758033.3599999996,135673,2988,9850,908,9149,13874,130727,2638,95900,18936,17670,1088,94789,40845,80340,55324,2324,4246,51106,46493,11075,6194,3941,2967,2221,858,4226,0,830,1229,5678,5113,82059,29252,10770,446,21.37492352936841
143,Pennsylvania,2019,39,4845334,445203,2123333,957516,945693,1038690,1019417,1479280,2206638,1747403,658041,12611850,6529462,1998015.372,2167781.384,4165796.756,1743366.354,134230,3090,10090,1332,10342,12446,129314,2606,94126,17826,19132,981,93677,40530,79366,54854,2669,5743,51294,44145,10613,5673,3666,2952,2376,912,4163,0,855,1233,5961,5193,83566,27467,9278,389,29.0546077627952
144,South Carolina,2011,19,1882063,270222,487828,530165,141844,113702,498124,649330,831007,499253,370005,4392702,2404948,683005.232,793632.8400000001,1476638.072,709459.6599999999,57393,1563,3421,0,3036,6406,56696,255,53446,896,2227,209,37204,20169,30375,27018,626,1912,19144,18620,7172,3735,2314,1621,1226,519,414,0,463,683,2852,2581,38161,10376,2121,102,33.10508250135034
145,South Carolina,2012,16,1889660,260087,473306,528751,155919,135928,492366,663716,830598,509195,365752,4413848,2427942,713814.948,801220.86,1515035.808,694391.4120000001,57155,1431,3573,0,3297,6286,56343,282,52616,1173,2509,207,36891,20236,29753,27402,586,1782,18666,19093,7262,3679,2376,1599,1124,559,348,0,459,665,2854,2447,38008,10383,2172,114,27.99405126410638
146,South Carolina,2013,17,1901095,246698,508487,507225,156642,130780,515726,637897,820889,539367,365809,4430740,2427942,723526.716,810932.6279999999,1534459.344,708959.064,56795,1250,3948,0,3822,6211,56001,307,52310,1177,2438,218,36890,19893,29916,26879,584,1644,18067,18877,7458,3781,2362,1667,1158,538,593,0,458,713,2818,2322,37540,10518,2280,103,29.932212342635797
147,South Carolina,2014,24,1915936,257232,525098,514087,170876,152426,496232,669866,832547,550346,331804,4501157,2481123,744336.9,803883.8520000001,1548220.752,692233.3169999999,57627,1483,4372,0,4079,6439,56831,340,52981,1255,2633,278,37837,19778,30366,27261,642,1989,21462,17730,6357,3663,2270,1660,1153,379,319,0,428,677,2823,2267,37780,10805,2695,115,41.64714456765058
148,South Carolina,2015,20,1933616,246763,551486,497474,185451,170073,483384,653298,885724,583632,326436,4582926,2511050,735737.6499999999,831157.55,1566895.2000000002,733226.6,58139,1600,4336,0,4024,5695,57274,353,52870,1363,3081,329,38497,19594,31096,27043,812,2013,20925,18313,6584,3624,2282,1756,1217,433,170,0,492,651,2888,2379,37619,11232,2720,111,34.40031648291165
149,South Carolina,2016,28,1948628,226611,605252,455054,212455,198433,488864,659138,860910,593821,329629,4627955,2555776,761621.248,856184.9600000001,1617806.208,746286.592,57342,1697,4380,0,4248,5231,56393,396,51809,1681,3035,355,38113,19208,31377,25965,876,1965,20530,18730,6440,3362,2081,1683,1144,411,114,0,464,659,2891,2368,37419,10764,2633,116,48.82982804924837
150,South Carolina,2017,24,1962982,211213,630384,477199,231209,226949,490564,637667,877649,597668,331031,4711907,2587467,742603.029,908200.9170000001,1650803.946,789177.4349999999,57029,1775,4210,0,4737,4793,56065,406,51006,1991,3146,318,37890,19130,30723,26298,919,1690,21171,18818,6206,3376,1897,1438,1046,360,106,0,450,625,2917,2386,37877,10333,2314,83,42.083852075259955
151,South Carolina,2018,16,1977950,210325,647664,454653,248695,249591,476831,627942,890242,635574,313408,4751534,2615420,763702.6399999999,946782.0400000002,1710484.6800000002,784626.0,56669,1950,4395,0,4945,4649,55732,393,50647,2326,2871,319,37667,18994,30508,26157,1202,1728,22474,17819,5522,3080,1883,1424,1015,410,111,0,447,617,2876,2467,38319,9706,2096,100,28.23413153576029
152,South Carolina,2019,24,1992156,181855,733322,416645,313710,301347,430513,657073,892458,647323,305146,4880700,2663713,804441.326,980246.384,1784687.7100000002,823087.317,57038,2031,4320,0,4935,4213,56224,361,51353,2011,2922,273,38070,18955,30419,26614,1032,2192,23397,17528,5197,3061,1796,1368,955,338,170,0,439,677,2969,2426,39799,8955,1655,73,42.07721168343911
153,Texas,2011,130,10454393,1137189,2898012,2406509,1064092,1059672,2311756,3051768,3994281,2651707,1561788,22130623,12933519,3737786.991,3867122.181,7604909.171999999,3673119.3959999997,377445,4272,18540,365,19122,17516,373511,1887,344428,15941,11297,2818,244132,133291,218737,158708,14651,22574,103202,111962,52555,27645,17070,11418,8037,4101,3685,0,2502,3579,18118,16040,253669,66259,15109,1884,34.44210414762416
154,Texas,2012,159,10573091,1103279,3019921,2327360,1149921,1139980,2288406,3064101,4039828,2751005,1532759,22434521,13113985,3829283.6199999996,3934195.5,7763479.120000001,3803055.65,382727,4041,19280,396,19850,16965,378304,2057,349144,16235,11924,2736,247441,135259,221619,161108,14425,23615,102156,114452,52926,27808,17190,11655,8478,4435,5018,0,2627,3799,17907,15696,259934,66167,14573,1731,41.54397259665506
155,Texas,2013,167,10697806,1051742,3168363,2323419,1246515,1298381,2275342,3107296,4083585,2730574,1489223,22774459,13113985,3816169.6350000007,4222703.17,8038872.805,4393184.975000001,387340,4701,19077,337,19874,16807,382725,2011,352443,17296,12236,2464,250916,136391,223705,163635,14145,21968,102729,116361,52610,27773,17075,11526,8683,4532,9304,0,2545,3608,17813,16221,261378,68909,15056,1509,43.11457634119895
156,Texas,2014,147,10892473,1089935,3289263,2284415,1314523,1431503,2236387,3050427,4121768,2847853,1483988,23157628,13572641,4126082.864,4166800.787,8292883.651,4071792.3,399766,4944,22113,470,22292,15687,394284,2424,360894,19499,12665,3313,260300,139438,233012,166754,14067,28652,123560,108639,47688,25983,16110,12031,8765,3634,10585,0,2719,3773,18281,16446,268331,72128,16183,1620,36.771511334130466
157,Texas,2015,157,11069496,979167,3453275,2242327,1416290,1584401,2256030,3083950,4225256,2949719,1372379,23552302,13843701,4070048.0939999996,4582265.031,8652313.125,4319234.712,403618,5231,22192,455,23924,14521,398159,2295,363960,20806,12423,2851,264701,138811,236102,167516,12864,28521,125270,112668,48202,25793,15562,11842,9496,3812,9538,0,2637,3724,18327,16222,271513,73093,16266,1552,38.89816608773642
158,Texas,2016,153,11182184,973518,3592485,2143077,1491399,1713130,2255136,3073676,4265665,2957428,1374350,23828521,14031643,3900796.754,4854948.478,8755745.232,3984986.6119999997,398047,4952,22728,342,24273,12978,392471,2316,358476,20387,13100,2178,260679,136950,233496,164551,13524,26824,122630,112897,47016,25339,16095,13442,9764,3968,6500,0,2649,3827,18428,16367,270354,69228,15394,1308,38.43767193321392
159,Texas,2017,147,11325577,895332,3782576,2069611,1627911,1790098,2147160,3019486,4303779,3081945,1408839,24126757,14241895,4471955.03,4571648.295,9043603.325,4828002.404999999,382050,5284,23223,297,25241,11394,376488,2378,343469,19396,12857,2062,248208,133566,225447,156515,13482,26541,120378,109706,43746,23330,14119,12188,8881,3899,5731,0,2591,3647,17776,16232,261014,64967,14226,1193,38.476639183352965
160,Texas,2018,94,11458528,921878,3873741,2013092,1757334,1986888,2108483,2983454,4291399,3095222,1390803,24424140,14451661,3930851.7920000004,5231501.282000001,9162353.074000001,4162078.3680000007,378624,5743,23343,381,26995,10239,373168,2428,338268,20454,13656,2358,245950,132626,223883,154645,12073,27390,121511,108843,43196,22024,13585,10766,8726,3938,6502,0,2500,3538,18137,16480,262598,60681,13376,1075,24.826741041244084
161,Texas,2019,89,11552850,815537,4159610,1919828,1951768,2221716,1988437,2939761,4373526,3263972,1303057,24924818,14610119,4514526.771,5098931.5309999995,9613458.302,4295374.986,377599,5434,24004,319,27834,9206,372156,2618,334684,20176,11614,4963,246089,131190,221191,156307,13083,28416,120476,107216,42263,22323,13694,10604,8076,4346,7026,0,2517,3550,18384,17043,267212,56123,11835,750,23.569977674729014
162,Washington,2011,14,2727051,274867,994585,561444,366558,325432,601103,881333,1271369,920396,368525,6568660,3421977,1002639.2609999999,852072.273,1854711.5340000002,756256.917,86976,1078,6093,0,4743,7749,84201,1635,73375,2498,7571,941,61962,25014,58421,28555,1103,3065,25186,31234,9989,4549,2761,1955,1405,710,4946,0,335,663,3300,2794,48543,21851,8504,597,16.096394407652685
163,Washington,2012,17,2740008,254997,1042733,552840,385842,347935,579058,871450,1269993,894092,379132,6575457,3455583,943374.1590000001,908818.329,1852192.4880000001,691116.6000000001,87463,1098,6655,0,4925,7637,84453,1743,73220,2722,8098,656,62133,25330,59051,28412,754,3003,26398,31354,9838,4607,2620,1856,1452,656,4838,0,438,616,3233,2947,49800,21554,7960,588,19.436790414232302
164,Washington,2013,20,2750390,250985,1049679,551363,420294,386732,582226,831467,1239675,900844,386609,6598189,3455583,953740.908,957196.4909999999,1910937.3989999997,701483.349,86577,1239,6762,227,4775,7295,83365,1856,71722,3177,8063,608,62064,24512,58222,28355,745,2626,26511,31205,9440,4335,2520,1847,1409,681,5171,0,400,655,3283,2660,48849,21217,8572,660,23.100823544359358
165,Washington,2014,20,2771382,241087,1100417,526336,457319,435528,555678,837896,1256082,918059,361387,6688478,3531933,1098431.163,918302.5800000001,2016733.7430000002,649875.672,88585,1270,7343,165,5272,7016,85159,2049,72093,3943,8878,663,64109,24476,60135,28450,796,3407,33892,26864,7977,4116,2589,1999,1505,551,4880,0,424,627,3307,2749,49674,21473,9452,766,22.57718575379579
166,Washington,2015,11,2802782,225352,1155115,484902,486398,516452,553554,841311,1243485,976540,340166,6820963,3585130,1071953.8699999999,928548.67,2000502.5399999998,702685.48,88990,1373,8042,118,5570,6391,85461,2029,71140,4632,7668,2396,64520,24447,60414,28576,831,2849,34917,27886,7466,3901,2523,2041,1649,611,4299,0,444,683,3284,2777,49910,21534,9569,694,12.360939431396787
167,Washington,2016,12,2835971,228961,1227483,471749,538988,586755,511075,817458,1240193,976982,321202,6925024,3648274,1054351.186,1010571.8979999999,2064923.0839999998,704116.882,90505,1418,8509,79,5702,6204,87009,1926,69936,5578,6226,5784,65577,24803,61770,28735,921,2558,35125,29080,7689,3850,2390,2139,1717,642,4382,0,366,659,3360,2970,51316,21464,9608,678,13.258935970388377
168,Washington,2017,24,2872800,215881,1307185,452804,600263,670113,490691,782464,1248888,996028,326846,7099290,3707128,1034288.7119999999,1004631.6880000001,2038920.4000000001,748839.8559999999,87562,1688,8783,92,6211,5887,84265,1877,67158,5652,6840,5392,63216,24190,59844,27665,918,2334,34860,27504,6967,3496,2266,1985,1550,558,5110,0,361,606,3338,3014,50882,19792,8886,560,27.40915008793769
169,Washington,2018,21,2907975,189688,1352643,445996,669894,774708,474696,795249,1253659,998087,292264,7246041,3768732,1104238.476,1055244.9600000002,2159483.4359999998,678371.76,86085,1744,9027,86,6676,5091,82848,1822,64514,6104,7950,4853,61998,23980,59282,26760,712,2124,32469,27734,6902,3369,2169,1931,1427,540,6691,0,407,587,3183,2944,50702,19368,8270,472,24.394493814253355
170,Washington,2019,31,2923476,189728,1405428,421387,723614,915909,443373,722149,1207880,1001507,283779,7313326,3807321,1123159.6949999998,1066049.8800000001,2189209.5749999997,750042.237,84895,1825,9234,74,7350,4485,81831,1745,62176,7526,8761,3645,61147,23579,58266,26588,697,2386,32071,26572,6642,3269,2159,1874,1479,572,7157,0,348,572,3181,3052,51301,18407,7455,384,36.51569585959126
